  step    steps_total    steps_local    running_reward    loss
  2326        1302862            600             506.6  1.12399
  2327        1303462            600             118.7  1.32925
  2328        1304062            600             140.4  1.21816
  2329        1304662            600             286.3  1.18274
  2330        1305262            600             224.2  1.00540
  2331        1305862            600             535.6  1.03048
  2332        1306462            600             841.0  0.98194
  2333        1307062            600             514.5  1.28001
  2334        1307662            600            1079.3  0.91872
  2335        1308262            600             427.6  1.22382
  2336        1308862            600             311.7  0.99541
  2337        1309462            600             221.2  1.07305
  2338        1310062            600             307.5  0.93109
  2339        1310662            600             350.8  1.36508
  2340        1311262            600             618.5  0.94579
  2341        1311862            600             308.1  1.11067
  2342        1312462            600              96.0  1.12800
  2343        1313062            600             400.6  1.06732
  2344        1313662            600             204.6  0.92594
  2345        1314262            600             819.0  1.01766
  2346        1314862            600            1362.9  0.99984
  2347        1315462            600             215.3  1.00172
  2348        1316062            600             343.9  1.24644
  2349        1316662            600              60.0  0.96470
  2350        1317262            600             454.1  1.05626
  2351        1317862            600            1014.8  1.04032
  2352        1318462            600             316.5  0.96329
  2353        1319062            600             747.2  1.02309
  2354        1319662            600             171.7  1.08672
  2355        1320262            600            1002.1  1.36865
  2356        1320862            600             846.5  0.94520
  2357        1321462            600             546.2  1.36522
  2358        1322062            600             383.6  0.89441
  2359        1322662            600             251.0  1.03367
  2360        1323262            600              25.7  0.91499
  2361        1323862            600             253.1  0.92604
  2362        1324462            600             615.0  0.98481
  2363        1325062            600             807.1  1.08440
  2364        1325662            600             631.5  1.31836
  2365        1326262            600             294.5  1.05756
  2366        1326862            600             313.4  0.93967
  2367        1327462            600             437.3  0.94119
  2368        1328062            600             381.9  1.14691
  2369        1328662            600             656.2  1.07491
  2370        1329262            600             340.3  0.93879
  2371        1329862            600             705.8  0.92713
  2372        1330462            600            -156.1  0.95184
  2373        1331062            600             148.2  0.96286
  2374        1331662            600             357.2  1.02610
  2375        1332262            600             538.0  1.36933
  2376        1332862            600             381.5  1.51087
  2377        1333462            600             445.0  0.94510
  2378        1334062            600             225.2  1.01495
  2379        1334662            600             883.7  1.38762
  2380        1335262            600             273.4  0.96471
  2381        1335862            600             509.3  0.93797
  2382        1336462            600             688.3  1.20019
  2383        1337062            600             223.2  1.05010
  2384        1337662            600             487.5  1.03207
  2385        1338262            600             452.7  1.23637
  2386        1338862            600             354.1  1.09827
  2387        1339462            600             350.4  0.98430
  2388        1340062            600             917.7  1.00992
  2389        1340662            600             402.6  1.08601
  2390        1341262            600             203.8  0.88144
  2391        1341862            600             762.2  1.29121
  2392        1342462            600            1140.4  1.09386
  2393        1343062            600             707.1  1.02285
  2394        1343662            600             242.4  1.13588
  2395        1344262            600             647.2  0.96643
  2396        1344862            600             857.6  0.87185
  2397        1345462            600             505.5  0.92218
  2398        1346062            600             665.4  0.94283
  2399        1346662            600             646.3  1.16837
  2400        1347262            600            1021.6  1.35654
  2401        1347862            600              82.8  0.92612
  2402        1348462            600             113.0  1.19671
  2403        1349062            600             372.6  0.93148
  2404        1349662            600              73.1  0.93047
  2405        1350262            600             600.9  1.12893
  2406        1350862            600             449.4  0.92392
  2407        1351462            600             283.7  1.03858
  2408        1352062            600             179.3  1.03688
  2409        1352662            600             251.8  0.91407
  2410        1353262            600             890.7  1.09972
  2411        1353475            213            -133.6  0.90862
  2412        1354075            600             925.1  1.05288
  2413        1354675            600             317.8  0.96904
  2414        1355275            600             877.8  0.99476
  2415        1355875            600            1277.4  1.41827
  2416        1356475            600             509.4  0.93337
  2417        1357075            600             461.7  1.05806
  2418        1357675            600             389.3  1.07175
  2419        1358275            600             689.8  1.10803
  2420        1358875            600             577.4  1.19283
  2421        1359475            600             441.3  1.08535
  2422        1360075            600             172.1  0.98861
  2423        1360675            600             203.6  1.05567
  2424        1361275            600             810.2  1.10422
  2425        1361875            600             234.9  1.00224
  2426        1362475            600             829.5  1.03492
  2427        1363075            600              15.1  1.03097
  2428        1363675            600             341.0  0.95669
  2429        1364275            600             532.4  1.12659
  2430        1364875            600             293.2  1.00324
  2431        1365475            600             428.1  0.98879
  2432        1366075            600             590.9  1.09797
  2433        1366675            600             315.9  0.91144
  2434        1367275            600             845.2  0.89904
  2435        1367875            600            1343.1  0.90437
  2436        1368475            600             269.8  0.95150
  2437        1369075            600             604.3  1.06953
  2438        1369675            600             260.2  1.02913
  2439        1370275            600             480.2  0.87910
  2440        1370875            600             546.3  0.89833
  2441        1371475            600             355.4  1.04144
  2442        1372075            600             438.7  0.89410
  2443        1372675            600             595.7  0.93593
  2444        1373275            600             569.2  1.09203
  2445        1373875            600            1073.2  0.93604
  2446        1374475            600              22.1  1.03245
  2447        1375075            600             179.5  0.91260
  2448        1375675            600             480.5  0.84201
  2449        1376275            600             -54.5  0.87762
  2450        1376875            600             328.4  1.03851
  2451        1377475            600             844.7  1.17408
  2452        1378075            600             626.2  1.11564
  2453        1378675            600             414.5  0.87699
  2454        1379275            600             252.9  0.85613
  2455        1379875            600             215.3  0.94748
  2456        1380475            600             391.1  1.10414
  2457        1381075            600             492.6  0.90289
  2458        1381675            600             477.0  0.95885
  2459        1382275            600             907.7  0.89903
  2460        1382875            600             250.3  1.18051
  2461        1383475            600             445.8  1.05403
  2462        1384075            600             451.9  1.14958
  2463        1384675            600             449.6  0.94183
  2464        1385275            600             514.9  0.98406
  2465        1385875            600             924.5  1.01503
  2466        1386475            600            -102.7  1.07825
  2467        1387075            600             990.4  0.94004
  2468        1387675            600            1024.2  1.15785
  2469        1388275            600             987.8  1.01848
  2470        1388875            600             538.4  0.96729
  2471        1389475            600             624.6  1.08850
  2472        1390075            600             366.2  0.92023
  2473        1390675            600             494.4  0.85328
  2474        1391275            600             440.9  1.13238
  2475        1391875            600             583.1  1.04312
  2476        1392475            600             725.7  0.97579
  2477        1393075            600             662.9  0.93411
  2478        1393675            600             934.7  0.94927
  2479        1394275            600             885.6  0.96216
  2480        1394875            600            1113.0  1.03732
  2481        1395475            600             571.7  0.87391
  2482        1396075            600             603.9  0.93552
  2483        1396675            600             271.6  1.03919
  2484        1397275            600             444.5  0.91167
  2485        1397875            600             360.1  1.06954
  2486        1398475            600             451.7  1.01772
  2487        1399075            600             185.6  1.07626
  2488        1399675            600             411.5  1.08255
  2489        1400275            600             147.0  0.97446
  2490        1400875            600             812.9  0.96672
  2491        1401475            600            1048.4  1.13000
  2492        1402075            600             196.2  0.93377
  2493        1402675            600             746.9  1.01369
  2494        1403275            600             385.5  0.98142
  2495        1403875            600             225.5  1.41094
  2496        1404475            600             750.3  1.13423
  2497        1405075            600             -11.9  0.90235
  2498        1405675            600             768.6  1.12132
  2499        1406275            600             672.9  0.87423
  2500        1406875            600              66.5  0.94223
  2501        1407475            600             727.0  0.95191
  2502        1408075            600             322.1  0.85449
  2503        1408675            600             327.4  0.94975
  2504        1409275            600             719.0  1.15478
  2505        1409875            600             291.5  0.89833
  2506        1410475            600             994.6  0.93564
  2507        1411075            600             616.8  0.87891
  2508        1411675            600             232.1  0.98675
  2509        1412275            600             474.1  0.99787
  2510        1412875            600             149.8  1.03071
  2511        1413475            600             409.6  0.92038
  2512        1414075            600             365.8  0.91873
  2513        1414675            600             415.3  0.91856
  2514        1415275            600             293.0  0.89193
  2515        1415875            600             723.4  0.86067
  2516        1416475            600             617.3  0.94600
  2517        1417075            600            1093.8  0.86500
  2518        1417675            600             842.4  0.89725
  2519        1418275            600             876.1  1.01830
  2520        1418875            600             697.3  0.89075
  2521        1419475            600             594.3  0.91164
  2522        1420075            600             733.2  0.86964
  2523        1420675            600             507.7  1.02168
  2524        1421275            600             535.6  0.89728
  2525        1421875            600             394.5  0.90618
  2526        1422475            600             672.9  1.36608
  2527        1423075            600             667.7  1.35415
  2528        1423675            600            1190.0  0.87581
  2529        1424275            600             861.0  0.87045
  2530        1424875            600             927.9  0.91381
  2531        1425475            600             146.0  1.06547
  2532        1426075            600             973.8  1.02163
  2533        1426675            600             594.5  1.03244
  2534        1427275            600             500.7  0.85302
  2535        1427875            600             491.5  0.91344
  2536        1428475            600             309.7  1.05631
  2537        1429075            600             275.1  0.92712
  2538        1429675            600             850.4  1.08343
  2539        1430275            600             527.0  0.87060
  2540        1430875            600             634.1  0.99070
  2541        1431475            600             354.6  0.84338
  2542        1432075            600             341.8  0.86302
  2543        1432675            600             250.6  1.29992
  2544        1433275            600             478.7  1.21536
  2545        1433875            600             670.4  0.85823
  2546        1434475            600             880.6  0.83873
  2547        1435075            600             448.0  1.02438
  2548        1435675            600             -87.0  0.90995
  2549        1436275            600             398.5  0.85737
  2550        1436875            600             237.3  1.18374
  2551        1437475            600              57.3  0.94619
  2552        1438075            600            1084.7  0.91942
  2553        1438675            600             644.0  1.10599
  2554        1439275            600             777.7  0.96888
  2555        1439875            600             477.5  0.92552
  2556        1440475            600             428.0  0.98476
  2557        1441075            600             424.5  0.85629
  2558        1441675            600             473.2  0.93311
  2559        1442275            600             295.8  0.86700
  2560        1442875            600             546.5  0.93993
  2561        1443475            600             278.8  0.87634
  2562        1444075            600            1132.8  1.00366
  2563        1444675            600            1049.7  0.99251
  2564        1445275            600             288.7  1.38133
  2565        1445875            600             588.4  0.93908
  2566        1446475            600             534.0  0.89370
  2567        1447075            600             300.7  0.88611
  2568        1447675            600             690.9  0.93841
  2569        1448275            600             283.3  0.82804
  2570        1448875            600              17.3  0.94155
  2571        1449475            600             908.4  1.17048
  2572        1450075            600             266.9  0.97851
  2573        1450675            600             834.4  0.90301
  2574        1451275            600             285.0  0.91288
  2575        1451875            600             201.3  0.88802
  2576        1452475            600             416.4  0.96021
  2577        1453075            600             698.9  0.86574
  2578        1453675            600             690.5  0.97749
  2579        1454275            600             300.8  0.84353
  2580        1454875            600             749.1  0.99824
  2581        1455475            600             663.2  0.86530
  2582        1456075            600            1249.8  0.86771
  2583        1456675            600             786.3  0.89302
  2584        1457275            600             289.6  0.91040
  2585        1457875            600             947.6  0.90215
  2586        1458475            600            1292.3  1.03484
  2587        1459075            600            1021.1  0.84715
  2588        1459675            600             355.3  0.85913
  2589        1460275            600             345.3  0.90574
  2590        1460875            600             319.8  1.13418
  2591        1461475            600             420.2  1.47492
  2592        1462075            600             663.1  1.13838
  2593        1462675            600              66.7  0.89895
  2594        1463275            600             434.5  0.85080
  2595        1463875            600             168.6  1.09734
  2596        1464475            600             168.4  0.91249
  2597        1465075            600             876.8  0.82413
  2598        1465675            600             678.8  0.96853
  2599        1466275            600             907.7  1.09101
  2600        1466875            600             622.3  0.90465
  2601        1467475            600             856.3  1.38445
  2602        1468075            600             617.5  0.91968
  2603        1468675            600             327.7  0.96671
  2604        1469275            600             596.9  0.87302
  2605        1469875            600            1093.5  0.86362
  2606        1470475            600             812.3  0.91334
  2607        1471075            600             209.7  0.95671
  2608        1471675            600             640.0  0.86568
  2609        1472275            600             882.1  0.95428
  2610        1472875            600             351.4  0.84422
  2611        1473475            600             478.8  0.88499
  2612        1474075            600             472.8  0.94880
  2613        1474675            600             628.6  0.99762
  2614        1475275            600             239.4  0.91653
  2615        1475875            600             771.9  0.96713
  2616        1476475            600             568.8  1.06822
  2617        1477075            600             446.9  0.82441
  2618        1477675            600            1156.5  1.32138
  2619        1478275            600             259.6  0.88924
  2620        1478875            600             518.8  0.97614
  2621        1479475            600             329.0  0.91505
  2622        1480075            600             637.9  1.03498
  2623        1480675            600             409.7  0.85258
  2624        1481275            600             149.5  0.89984
  2625        1481875            600             -86.2  0.94898
  2626        1482475            600             571.1  0.84509
  2627        1483075            600             364.1  0.94816
  2628        1483675            600             709.2  0.84038
  2629        1484275            600             291.5  0.90713
  2630        1484875            600             423.0  0.89562
